I,ID,ID1,LONV,LATV,COG_G,DA,CO_STOCK,DEM,AnalyticalHillshading,Slope,Aspect,CrossSectionalCurvature,LongitudinalCurvature,CovergenceIndex,ClosedDepressions,FlowAccumulation,TopographicWetnessIndex,LSFactor,ChannelNetworkBaseLevel,VerticalDistanceToChannelNetwork,ValleyDepth,RelativeSlopePosition,DEMSRE3a,etmnts3a,evmmod3a,g01igb3a,g02esa3a,g02igb3a,g03esa3a,g04esa3a,g04igb3a,g05esa3a,g06esa3a,g10igb3a,g11esa3a,g11igb3a,g12igb3a,g14esa3a,g15esa3a,g16esa3a,g18esa3a,g19esa3a,g21esa3a,gacgem3a,gachws3a,galhws3a,garhws3a,gcmhws3a,geaisg3a,gflhws3a,gfrhws3a,gglhws3a,ghshws3a,gkshws3a,glcesa3a,glcjrc3a,glphws3a,glvhws3a,glwwwf3a,glxhws3a,gphhws3a,gplhws3a,grghws3a,gsnhws3a,gsthws3a,gumhws3a,gvrhws3a,iflgre3a,inmsre3a,inssre3a,l02igb3a,l04igb3a,l05igb3a,l06igb3a,l07igb3a,l08igb3a,l09igb3a,l10igb3a,l11igb3a,l12igb3a,l13igb3a,l14igb3a,l3pobi3b,lammod3a,lasmod3a,ln1dms3a,ln2dms3a,lnmdms3a,opisre3a,px1wcl3a,px2wcl3a,px3wcl3a,px4wcl3a,SLPSRT3a,smkisr3a,tdhmod3a,tdlmod3a,tdmmod3a,tdsmod3a,tnhmod3a,tnlmod3a,tnmmod3a,tnsmod3a,twisre3a,tx1mod3a,tx2mod3a,tx3mod3a,tx4mod3a,tx5mod3a,tx6mod3a,wmkmod3a,precivs,dem30vs,ndvivs,tempovs,tempevs,acrisolvs,alisolvs,drenajevs,suelostvs,cober1vs,geolovs,arenovs,cambivs,ferravs,fluvivs,gleyvs,histo1vs,histo2vs,leptovs,luvivs,Phaevs
305,194,192,-63.6220,2.3670,17.482,1.35,7.08,770.1386264,1.831283689,1.570705533,3.554157495,-1266.201294,147277.1406,0.373258561,-1.56E-05,0.000212356,-13.51147366,4.02654171,569.6431885,200.4954224,452.5737305,0.307004899,738,13263,5659,2,0,2,0,0,2,100,0,2,0,2,2,0,0,0,0,0,0,3064,0,0,0,0,67,0,0,0,0,0,40,1,70,0,0,0,0,0,0,0,0,30,0,1,37,20.96865082,100,0,0,0,0,0,0,0,0,0,0,0,5,37,24,2,NA,NA,1540,129,141,260,155,27,1,26,17,22,2,21,17,19,1,92,22,24,21,21,24,23,0,2031,674,6684,24.37000084,236,0,0,42,2,2,44,0,0,0,0,0,0,0.020400001,100,0,0
295,195,193,-63.7820,2.1170,20.152,1.35,8.16,509.4719545,1.522695303,1.5706563,3.995007038,109038.5781,-47825.39453,11.38745117,-1.99E-07,0.000136383,-13.28895664,3.860365629,454.1378479,55.33410645,634.5532227,0.080207452,514,13984,5470,2,0,2,0,0,2,100,0,2,0,2,2,0,0,0,0,0,0,2896,70,0,0,0,67,0,0,0,0,0,40,1,0,0,0,0,0,0,30,0,0,0,0,1,36,20.9838028,100,0,0,0,0,0,0,0,0,0,0,0,5,39,24,2,NA,NA,1549,119,128,266,165,18,1,29,20,24,2,22,17,20,1,103,24,24,23,22,25,25,0,2034,528,4514,25.31900024,250,70,0,41,1,2,44,0,0,0,0,0,0,0,0,0,0
58,196,194,-65.2420,9.9770,3.362,1.35,1.36,40.08326191,2.005424976,1.56980741,3.288810015,-20378.61719,-73822.33594,0.879720211,1.48E-06,0.000199021,-11.18830776,3.974648714,30.79371071,9.289552689,529.2199707,0.017250489,38,13161,4536,12,0,8,100,0,8,0,0,4,0,8,8,0,0,0,0,0,0,196,0,0,0,0,80,0,0,0,0,0,20,1,0,30,0,0,0,0,0,0,0,0,70,0,34,20.6196537,0,20,0,0,0,60,0,0,0,20,0,0,7,20,15,NA,-1,NA,1561,30,10,84,105,4,1,36,24,28,3,25,19,23,2,123,29,33,35,27,27,27,0,668,47,5105,28.44549942,268,0,0,10,5,14,130,0,0,0,0,0,0,0.689999998,0,30,0
34,197,195,-65.1720,9.9870,6.19,1.5,2.79,11.50000526,0.591430962,0.084484696,4.712388992,-216.1510468,-138698.9375,-4.578624249,23.65161705,0.005238505,2.162921429,0.352944404,29.09772873,6.053894043,522.9101563,0.011444812,11,11048,4059,14,0,14,25,75,14,0,0,12,0,12,14,0,0,0,0,0,0,71,0,0,0,35,72,0,0,0,0,0,30,13,0,0,0,0,0,0,0,0,0,0,65,0,33,20.67418671,0,0,0,0,0,0,0,0,0,40,0,60,7,15,7,-37,NA,9,1558,27,9,83,105,0,1,39,26,31,3,25,18,23,2,128,30,35,37,30,30,29,0,653,12.00839996,4418,28.67300034,269,0,0,10,6,8,111,0,35,0,0,0,0,0.719399989,0,0,0
110,198,196,-65.2220,9.1570,9.31,1.35,3.77,77.77779061,1.269343495,1.568237066,0.35277763,18380.0332,25867.8418,2.87010026,3.27E-06,0.000143133,-10.82395935,3.534703493,60.05832291,17.71947098,157.1835938,0.101310238,78,11511,3736,14,0,12,0,25,9,0,0,14,0,9,9,75,0,0,0,0,0,152,0,0,0,60,80,0,0,0,0,0,140,18,0,40,0,0,0,0,0,0,0,0,0,0,33,20.72341347,0,0,0,0,0,0,40,0,0,20,0,40,7,16,10,2,NA,NA,1568,42,15,151,163,1,1,34,25,28,2,25,18,23,1,129,30,36,36,28,28,28,0,1116,76,3790,28.25699997,270,0,0,41,6,9,130,0,60,0,0,0,0,0,0,40,0
3,199,197,-64.2520,9.9870,6.032,1.5,2.71,612.2773426,1.872977495,1.570622683,3.492533684,-710689.0625,-468757.4375,-38.2940712,1.16E-06,0.003501347,-9.713844299,7.559084415,513.0966797,99.18066406,766.3691406,0.114586897,612,14456,4318,8,0,9,25,0,9,75,0,9,0,9,8,0,0,0,0,0,0,710,0,0,0,55,11,0,0,0,0,0,40,1,0,0,0,20,0,0,25,0,0,0,0,0,37,20.85334587,0,0,0,0,0,20,80,0,0,0,0,0,5,21,9,2,NA,NA,1496,75,25,170,215,20,1,32,22,27,2,21,16,19,1,101,25,30,31,29,27,26,0,1449,658,7118,24.47400093,217,0,0,42,5,8,121,0,55,0,0,0,0,1.251600027,0,0,0
91,200,198,-63.2220,9.1470,8.988,1.35,3.64,73.63889915,0.915448368,1.568214059,6.0309062,15256.27441,29320.97266,1.303054333,1.61E-06,0.015327607,-5.191345692,10.88474274,66.12259674,7.516304016,59.04589844,0.112921506,68,11965,3458,14,0,9,0,0,9,75,0,14,0,9,14,25,0,0,0,0,0,126,0,0,60,0,72,0,40,0,0,0,40,13,0,0,0,0,0,0,0,0,0,0,0,0,33,20.69725037,0,0,0,0,0,0,60,0,0,0,0,40,7,13,5,0,-1,NA,1565,68,21,147,128,1,1,34,24,29,3,25,16,22,2,126,28,32,31,30,30,29,0,1105,67,6545,28.31550026,270,0,0,32,3,9,110,60,0,40,0,0,0,0.174899995,0,0,0
116,202,200,-65.2220,9.1470,9.858,1.35,3.99,82.00002886,1.380386829,1.569078565,0.51488483,15336.42383,15863.64941,5.16390419,1.66E-06,0.000121341,-11.31917095,3.467135906,61.02078629,20.97924423,150.8818359,0.122070946,83,11290,3710,14,0,9,0,50,9,0,0,9,50,9,9,0,0,0,0,0,0,117,0,0,0,60,80,0,0,0,0,0,110,13,0,40,0,0,0,0,0,0,0,0,0,0,33,20.72341347,0,0,0,0,0,0,80,0,0,0,0,20,7,15,10,2,NA,NA,1569,42,14,151,164,2,1,34,24,28,2,25,20,23,1,129,30,36,36,28,28,29,0,1115,83,3930,28.21150017,270,0,0,41,6,9,130,0,60,0,0,0,0,0,0,40,0
185,203,201,-63.6320,9.1670,2.42,1.5,1.09,153.6666141,1.950407863,1.569851756,3.375113487,-28924.61523,-16918.69531,-5.307361603,-3.37E-06,0.0017453,-8.716342926,6.576517105,138.0057831,15.66082764,57.11279297,0.215199232,151,9907,2316,10,0,10,0,0,10,0,0,10,25,10,10,75,0,0,0,0,0,320,0,0,45,0,72,0,55,0,0,0,140,13,0,0,0,0,0,0,0,0,0,0,0,0,34,20.76349831,0,0,0,0,0,0,0,100,0,0,0,0,7,5,2,-30,8,7,1565,50,18,138,125,2,1,36,22,30,3,26,21,23,1,122,29,34,32,30,34,30,0,1002,152,4687,27.76300049,266,0,0,41,3,10,110,45,0,55,0,0,0,0,0,0,0
221,204,202,-63.8320,9.0770,1.76,1.6,0.84,190.1110791,1.916304469,1.569155931,3.427055597,-15920.60059,-2894.145264,-8.557313919,4.86E-06,0.000256498,-10.6853981,3.972122431,177.6785889,12.43249512,57.87255859,0.176836431,194,10542,2903,12,0,12,0,0,14,0,0,12,0,9,9,100,0,0,0,0,0,134,0,0,45,0,80,0,55,0,0,0,140,13,0,0,0,0,0,0,0,0,0,0,0,0,34,20.92529869,0,0,0,0,0,0,20,0,0,60,0,20,7,10,4,-33,15,8,1567,43,21,144,125,1,1,38,22,29,3,24,19,22,1,130,28,34,33,29,31,29,0,999,197,4960,27.47050095,265,0,0,41,3,9,81,45,0,55,0,0,0,0,0,0,0
338,205,203,-68.1820,10.3070,25.893,1.45,11.26,1140.860299,2.276077509,1.570758581,2.767072439,-225248.4531,835441.4375,-3.318136454,5.21E-05,0.000259112,-13.95813465,4.389081001,283.5565796,857.303772,397.5471191,0.683191776,1082,13744,5245,2,0,2,0,0,2,100,0,2,0,2,2,0,0,0,0,0,0,556,0,0,0,70,37,0,0,0,0,0,40,15,0,30,0,0,0,0,0,0,0,0,0,0,41,20.21469116,100,0,0,0,0,0,0,0,0,0,0,0,5,32,25,-17,-3,4,1458,54,34,146,127,63,1,26,17,22,2,20,14,17,1,63,22,25,22,21,22,23,0,1243,1304,8443,20.27499962,181,0,0,42,5,2,123,0,70,0,0,0,0,0.985700011,0,30,0
255,206,204,-67.5020,9.6670,29.2,1.45,12.7,331.7221083,2.295539141,1.570585966,2.711341619,141288.5625,48890.92578,6.653394699,-1.38E-06,0.000138595,-13.28617859,3.560568094,242.4670868,89.25502014,683.0791016,0.115565293,333,12665,4199,9,0,9,0,50,9,0,0,14,0,9,9,50,0,0,0,0,0,388,0,0,0,40,11,0,0,0,0,0,140,12,0,60,0,0,0,0,0,0,0,0,0,0,35,20.87025642,0,0,0,0,0,0,80,0,0,0,0,20,7,18,11,2,NA,NA,1562,32,21,210,156,11,1,40,22,29,4,24,19,22,1,110,30,37,35,27,27,28,0,1256,311,4273,26.72949982,254,0,0,42,3,14,115,0,40,0,0,0,0,0,0,60,0
259,207,205,-63.6820,6.1170,5.777,1.4,2.43,332.5831175,1.047158122,1.570602894,4.712388992,50663.70703,-409433.25,1.34609437,0.922711372,0.00036445,-10.98706245,5.734622955,333.5058289,0,851.9399414,0,321,14134,5300,2,0,2,0,0,2,100,0,2,0,2,2,0,0,0,0,0,0,1069,0,0,0,0,67,0,0,0,0,0,40,1,100,0,0,0,0,0,0,0,0,0,0,1,34,20.92474556,100,0,0,0,0,0,0,0,0,0,0,0,7,43,22,2,NA,NA,1527,107,90,480,365,11,1,28,20,24,2,23,17,21,1,109,24,25,24,22,24,24,0,3125,321,6168,26.66449928,257,0,0,42,1,2,102,0,0,0,0,0,0,0.958999991,100,0,0
71,208,206,-64.9720,7.0770,19.63,1.5,8.83,71.13882219,1.844855905,1.570192456,3.534061432,12030.27148,40896.69531,0.982066989,2.27E-06,0.000106496,-12.30686378,3.507402182,39.19255829,31.94626617,665.0996094,0.045830939,72,14553,5458,2,0,2,0,0,2,100,0,2,0,2,2,0,0,0,0,0,0,520,100,0,0,0,72,0,0,0,0,0,40,1,0,0,5,0,0,0,0,0,0,0,0,0,34,20.64440346,100,0,0,0,0,0,0,0,0,0,0,0,7,39,24,2,NA,NA,1567,73,49,274,229,4,1,28,19,24,2,24,19,22,1,117,24,26,27,23,25,25,0,1876,47,7726,28.44549942,276,100,0,32,3,2,145,0,0,0,0,0,0,1.068400025,0,0,0
250,209,207,-63.1320,7.4470,5.17,1.6,2.48,311.7777917,1.735596061,1.567270637,1.020446539,-98753.3125,-174255.1875,-2.43584013,9.86E-06,0.000383031,-9.519259453,4.303779125,255.0489807,56.7288208,300.7431641,0.158694446,315,15525,5184,14,0,14,0,0,9,100,0,14,0,2,2,0,0,0,0,0,0,301,0,0,0,0,67,0,0,0,0,0,40,1,70,0,0,30,0,0,0,0,0,0,0,0,34,20.98442078,20,0,0,0,0,0,20,0,0,0,0,60,7,45,22,2,NA,NA,1544,66,35,181,162,1,1,29,21,25,2,24,14,21,2,122,24,27,30,25,26,25,0,1329,305,6455,26.76849937,259,0,0,32,3,2,85,0,0,0,0,0,0,0.719399989,70,0,0
197,210,208,-63.7020,7.3770,22.032,1.5,9.91,178.5276761,1.000343084,1.570441484,4.795870304,-66869.47656,18566.10938,-7.167969227,3.33E-06,7.77E-05,-13.68875122,2.958953619,140.4616394,38.06604004,326.4841309,0.104419209,201,14920,4824,2,0,2,0,50,8,50,0,9,0,9,2,0,0,0,0,0,0,364,0,0,0,0,67,0,0,0,0,0,40,1,70,0,0,30,0,0,0,0,0,0,0,0,34,20.79061127,40,0,0,0,0,20,40,0,0,0,0,0,7,38,24,2,NA,NA,1560,55,32,203,181,5,1,35,22,27,3,25,11,21,3,114,26,29,34,26,27,27,0,1413,161,3157,27.7045002,270,0,0,41,2,2,85,0,0,0,0,0,0,0.092299998,70,0,0
109,211,209,-65.6520,7.4770,7.742,1.5,3.48,88.16678809,1.157379389,1.570619345,0.181199357,-172997.7813,-667577.625,-2.332233667,-1.90E-06,0.000508135,-11.97153282,4.794187546,40.42869186,47.73809433,542.9348145,0.080819845,78,13134,4516,14,0,14,0,0,14,100,0,9,0,14,14,0,0,0,0,0,0,209,20,0,0,0,72,0,0,0,0,0,40,1,60,0,0,20,0,0,0,0,0,0,0,0,33,20.83118057,0,0,0,0,0,0,20,0,0,0,0,80,6,15,9,-23,NA,6,1507,58,39,275,241,9,1,31,20,26,3,25,16,22,2,112,25,31,28,27,28,27,0,1839,78,5315,28.24399948,275,20,0,41,1,14,111,0,0,0,0,0,0,0.186900005,60,0,0
270,213,211,-63.0020,4.4670,12,1.35,4.86,396.9722329,0.815771103,1.567683816,5.74987936,23748.45898,-19975.31445,4.955131054,-3.88E-06,0.000104296,-11.09337139,3.220711708,385.2124939,11.75973511,782.166748,0.014812121,400,14285,5387,2,0,2,0,0,2,100,0,2,0,2,2,0,0,0,0,0,0,1414,60,0,0,0,67,0,0,0,0,0,40,1,0,0,0,40,0,0,0,0,0,0,0,1,34,21.09440613,100,0,0,0,0,0,0,0,0,0,0,0,6,45,22,2,NA,NA,1564,230,210,391,264,2,1,29,18,24,2,23,10,20,2,117,23,24,24,23,25,25,0,3283,403,5804,26.13150024,252,60,0,41,2,2,107,0,0,0,0,0,0,1.654899955,0,0,0
275,215,213,-63.5020,4.8270,11.005,1.4,4.62,412.6666901,2.355776787,1.569993019,2.335365057,42905.42969,25672.10938,8.328586578,-3.10E-06,0.000134266,-11.78976822,3.673772335,372.2718506,40.39483643,809.7954102,0.047512703,414,14147,4876,2,0,2,0,0,2,100,0,2,0,2,2,0,0,0,0,0,0,1612,0,0,0,0,67,0,0,0,0,0,40,1,100,0,0,0,0,0,0,0,0,0,0,1,34,21.11960793,100,0,0,0,0,0,0,0,0,0,0,0,6,38,23,2,NA,NA,1560,248,184,484,358,4,1,29,19,24,2,22,12,19,3,111,23,25,24,24,25,25,0,3830,423,8124,26.00149918,249,0,0,41,2,2,107,0,0,0,0,0,0,1.474300027,100,0,0
96,218,216,-64.9820,6.3470,10.655,1.5,4.79,61.13891247,0.879278243,0.11919675,0.785398185,-74410.5625,-109234.4844,-66.08061981,7.525294781,0.009364422,1.936148882,0.564649045,68.66420746,0,1103.748535,0,60,13931,5534,2,0,2,0,0,2,100,0,2,0,2,2,0,0,0,0,0,0,1986,100,0,0,0,53,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,1,33,20.68053055,100,0,0,0,0,0,0,0,0,0,0,0,7,38,25,2,NA,NA,1530,94,69,368,307,1,1,29,21,24,2,24,8,21,3,122,23,25,24,24,25,24,0,2515,68.1984024,6611,28.32850075,274,100,0,42,1,2,145,0,0,0,0,0,0,3.193399906,0,0,0
318,220,218,-67.3920,10.2770,25.518,1.4,10.72,942.8049178,2.092207432,1.570718646,3.145349503,600010.3125,-566279.625,17.93681908,1.39E-05,0.000103828,-14.63986492,3.314895391,410.8470764,531.9578857,932.7175293,0.363191664,969,11623,3364,14,0,14,0,0,8,0,100,14,0,14,14,0,0,0,0,0,0,14,0,0,0,70,37,0,0,0,0,0,50,12,0,30,0,0,0,0,0,0,0,0,0,0,39,20.8485508,0,0,0,0,0,20,0,0,0,0,0,80,5,14,6,-38,3,9,1530,55,36,139,139,31,1,34,23,27,3,20,13,18,1,83,28,34,32,28,27,27,0,1104,857,4737,23.18050003,216,0,0,42,5,8,14,0,70,0,0,0,0,0,0,30,0
29,221,219,-62.4460,9.9670,36.75,1.45,15.99,11.58332474,1.046639204,1.566653848,4.711892128,14267.3125,-328.5737915,15.81262112,1.835327744,0.004954128,-5.313350201,9.664199829,7.416232586,6.002419949,645.3852539,0.009214819,10,15722,5234,11,0,11,0,0,2,50,0,2,0,2,2,0,0,50,0,0,0,303,0,0,0,0,72,0,0,40,60,0,160,20,0,0,6,0,0,0,0,0,0,0,0,0,33,20.69725037,60,0,0,0,0,0,0,0,40,0,0,0,1,50,18,2,NA,NA,1567,121,44,187,183,1,1,29,15,25,2,26,20,23,1,131,24,26,26,25,26,26,0,1604,10.01490021,8770,28.6989994,266,0,0,23,4,11,111,0,0,0,0,40,60,13.24890041,0,0,0
68,223,220,-69.8920,11.9770,1,1.35,0.41,56.72215215,2.329304218,1.570179343,2.589508057,23853.06641,14684.88477,2.727432013,5.58E-07,0.000189393,-11.89788914,3.790030241,2.302563906,54.41959,395.5141602,0.120950229,50,8894,3548,14,0,8,100,0,8,0,0,14,0,14,14,0,0,0,0,0,0,121,0,0,0,100,80,0,0,0,0,0,20,17,0,0,0,0,0,0,0,0,0,0,0,0,34,20.66028404,0,0,0,0,0,40,0,0,0,0,0,60,7,11,9,-25,2,6,1563,84,17,20,56,4,1,33,24,27,2,26,16,22,2,123,27,28,29,29,31,29,0,540,46,5600,28.45199966,273,0,0,10,6,14,111,0,100,0,0,0,0,0.572899997,0,0,0
4,224,221,-70.6320,10.6270,1.995,1.35,0.81,440.7223546,0.853986859,1.570495367,5.876778126,69579.50781,26005.94141,10.43309307,-3.57E-06,8.14E-05,-13.67689991,3.065299749,367.2907104,73.43164063,619.9975586,0.105896376,441,10405,3562,14,0,10,0,0,9,0,0,14,100,8,8,0,0,0,0,0,0,456,0,0,0,100,80,0,0,0,0,0,110,13,0,0,0,0,0,0,0,0,0,0,0,0,34,21.12454033,0,0,0,0,0,20,20,20,0,0,0,40,6,16,8,2,NA,NA,1555,59,38,94,169,8,1,36,24,29,3,24,17,21,1,121,29,35,34,32,33,27,0,1082,433,4138,25.93650055,248,0,0,42,6,8,130,0,100,0,0,0,0,0,0,0,0
11,225,222,-68.3320,10.7570,1,1.5,0.45,4.648148554,2.108690739,1.562388659,1.598825574,2230.870605,-631.4533691,-4.614038467,-1.75E-08,0.000500207,-7.894318581,5.005946159,4.460778236,0.1873703,1052.275635,0.00017803,5,14030,3316,13,0,13,0,0,13,100,0,13,0,13,13,0,0,0,0,0,0,99,0,0,0,60,72,0,0,40,0,0,40,20,0,0,6,0,0,0,0,0,0,0,0,0,34,20.67318153,0,0,0,0,0,0,0,0,0,0,100,0,7,15,5,-157,5,35,1568,151,45,77,101,0,2,34,21,26,3,26,20,23,1,135,26,29,28,29,29,26,0,1124,3.014899969,6674,28.73150063,271,0,0,22,7,13,111,0,60,0,0,40,0,7.715199947,0,0,0
180,226,223,-69.5020,11.3670,1,1.35,0.41,167.1942897,2.107340097,1.570580363,3.118920326,46545.90234,-176423.2031,1.719043255,4.12E-07,0.000241336,-12.17045593,4.427377701,58.83556366,108.3587265,825.3571777,0.116051063,164,13597,4805,14,0,12,0,0,8,100,0,4,0,2,2,0,0,0,0,0,0,100,0,0,0,100,80,0,0,0,0,0,40,17,0,0,0,0,0,0,0,0,0,0,0,0,34,20.8454113,20,20,0,0,0,20,0,0,0,20,0,20,6,44,22,-9,-3,2,1516,94,36,58,69,8,1,32,22,27,2,24,19,22,1,109,25,28,29,28,31,27,0,771,145,6629,27.80850029,261,0,0,10,5,8,130,0,100,0,0,0,0,0.765999973,0,0,0
40,227,224,-69.0020,11.2470,1,1.6,0.48,25.58338147,1.529865742,1.569604874,0.72779572,-11921.74219,2742.554932,-9.979005814,1.78E-07,0.000110034,-11.59461212,3.530400991,20.00740623,5.575975418,759.2878418,0.007290155,26,13943,4135,12,0,12,0,0,14,100,0,2,0,12,12,0,0,0,0,0,0,225,0,0,0,0,72,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,100,0,33,20.84850693,20,0,0,0,0,0,0,0,0,60,0,20,7,15,10,2,NA,NA,1568,115,39,96,84,2,1,33,17,27,3,26,15,21,2,127,26,29,28,28,32,26,0,988,43,6306,28.4715004,263,0,0,10,9,12,111,0,0,0,0,0,0,3.979300022,0,0,0
251,228,225,-67.7020,9.6670,29.2,1.45,12.7,301.4722356,0.828071833,1.569623947,5.795070171,-60690.38672,-126825.1406,-7.980176926,-6.59E-06,0.000975935,-8.734994888,6.274931431,244.3098755,57.16235352,716.465332,0.073888712,296,12417,3795,9,0,9,0,0,9,0,0,9,0,14,9,100,0,0,0,0,0,281,0,0,0,40,11,0,0,0,0,0,140,13,0,60,0,0,0,0,0,0,0,0,0,0,34,20.95689392,0,0,0,0,0,0,80,0,0,0,0,20,7,16,7,2,NA,NA,1555,37,24,207,157,2,1,40,24,30,4,24,20,22,1,119,30,38,35,27,28,28,0,1291,301,4502,26.79450035,259,0,0,42,3,8,18,0,40,0,0,0,0,0,0,60,0
263,229,226,-66.3320,9.8370,13.542,1.35,5.48,394.1387482,2.233238935,1.570546269,2.872058153,-38456.26563,55392.78906,-3.563496351,1.52E-05,8.25E-05,-13.84941006,3.07314229,217.1121216,177.0266418,443.2302246,0.285408586,422,14044,4539,4,0,9,0,0,8,75,0,8,25,8,8,0,0,0,0,0,0,78,0,0,0,0,72,0,0,30,0,0,40,18,0,0,0,0,0,0,0,0,0,0,70,0,35,20.90296173,0,20,0,0,0,60,20,0,0,0,0,0,6,17,13,-22,-1,5,1561,26,10,137,138,10,1,40,22,28,4,24,19,22,1,115,29,36,36,26,26,27,0,959,342,4082,26.52799988,257,0,0,41,7,8,130,0,0,0,0,30,0,0,0,0,0
222,231,228,-65.9020,8.3770,13.123,1.4,5.51,180.3889249,2.176109076,1.569787383,1.721018314,45655.26172,10593.8584,21.89432144,6.41E-06,7.05E-05,-12.74058342,2.902206421,94.42360687,85.9653244,24.29833984,0.779634178,188,9426,2554,9,0,9,0,100,10,0,0,12,0,12,10,0,0,0,0,0,0,305,60,0,40,0,72,0,0,0,0,0,30,13,0,0,0,0,0,0,0,0,0,0,0,0,34,20.84542274,0,0,0,0,0,0,40,20,0,40,0,0,7,8,3,2,NA,NA,1570,37,18,189,193,3,1,38,20,31,4,25,21,23,1,124,33,37,39,30,32,32,0,1308,198,3187,27.4640007,266,60,0,31,7,9,111,40,0,0,0,0,0,0,0,0,0
129,232,229,-65.1720,8.3270,2.033,1.6,0.98,97.97223217,0.795582414,1.569975495,5.642420292,-5143.119141,10108.28027,-1.956280351,-3.17E-06,0.0001972,-11.38379478,3.967347145,76.83220673,21.14002228,210.1789551,0.091389053,97,9974,2869,10,0,10,0,0,10,0,0,9,0,9,9,100,0,0,0,0,0,225,0,0,0,40,80,0,0,0,0,0,140,14,0,0,0,0,0,0,0,0,0,0,60,0,33,20.78884888,0,0,0,0,0,0,40,60,0,0,0,0,7,9,4,2,NA,NA,1566,40,18,171,160,3,1,35,23,29,3,25,16,22,2,127,32,38,36,29,31,27,0,1167,91.00219727,4114,28.15950012,273,0,0,32,7,9,130,0,40,0,0,0,0,0,0,0,0
336,234,231,-70.0520,9.8170,26.622,1.45,11.58,1490.194646,2.032980204,1.570721269,1.467752576,-115734.0469,771904.375,-3.79248929,5.58E-05,0.000315413,-13.30618191,4.358080387,651.9509888,838.2437134,769.5708008,0.521355987,1477,12456,3845,14,0,14,0,25,14,75,0,14,0,14,14,0,0,0,0,0,0,62,0,0,0,35,11,0,0,0,0,0,30,1,40,0,0,0,0,0,0,0,0,25,0,0,37,22.33501816,0,0,0,0,0,0,0,0,0,0,0,100,3,14,5,-19,4,5,1489,92,64,90,117,29,1,29,17,24,3,18,13,16,1,77,23,26,24,26,27,23,0,1052,1455,5178,19.2935009,177,0,0,42,10,14,11,0,35,0,0,0,0,0.020400001,40,0,0
329,235,232,-69.4020,10.2570,31.432,1.4,13.2,949.0554207,0.939702928,1.570682287,4.914028645,-450509.625,-98652.10938,-7.623211384,-7.68E-07,0.000102943,-14.41306877,3.212333679,616.1675415,332.8878784,469.5666504,0.414837062,961,12211,3319,8,0,8,0,0,14,75,25,10,0,14,14,0,0,0,0,0,0,339,0,0,0,35,37,0,0,0,0,0,40,17,40,0,0,0,0,0,0,0,0,25,0,0,35,21.71920776,0,0,0,0,0,40,0,20,0,0,0,40,5,11,5,-12,-2,3,1540,51,28,90,68,22,1,35,20,29,4,23,16,19,2,87,27,32,32,29,33,28,0,706,1092,3920,21.65299988,216,0,0,10,6,12,98,0,35,0,0,0,0,0,40,0,0
324,237,234,-71.1320,8.2270,30.717,1.35,12.44,1322.499455,1.221081734,1.570758939,4.432830334,127961.3281,-1002058.188,-4.133625507,5.72E-05,0.000125066,-14.92813969,3.621986866,1082.853027,239.6464844,1489.462158,0.138595387,1334,12542,4121,14,0,2,0,0,8,100,0,14,0,11,14,0,0,0,0,0,0,111,35,45,0,20,52,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,36,21.50513268,20,0,0,0,0,20,0,0,20,0,0,40,5,24,22,2,NA,NA,1435,40,44,168,132,76,1,28,15,23,3,18,11,16,1,85,24,27,26,22,24,24,0,983,1417,4670,19.54050064,198,35,45,42,10,2,10,0,20,0,0,0,0,1.341799974,0,0,0
328,238,235,-71.3320,8.1470,43.078,1.45,18.74,1324.805408,1.028952837,1.570750237,4.744320393,-604763,-1798940.125,-5.884006023,1.20E-05,0.000238878,-14.3286581,3.915991545,1127.100098,197.7053223,1400.69104,0.123689801,1379,12780,3779,8,0,8,0,0,9,25,0,8,75,14,2,0,0,0,0,0,0,130,35,45,0,20,35,0,0,0,0,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,35,22.10411072,0,0,0,0,0,60,20,0,0,0,0,20,5,14,7,2,NA,NA,1449,33,35,152,110,58,1,31,18,25,3,18,13,16,1,81,25,28,29,24,24,25,0,987,1481,7941,19.12450027,191,35,45,42,10,4,10,0,20,0,0,0,0,0.749800026,0,0,0
5,239,236,-71.2420,8.4170,7.653,1.35,3.1,2521.667032,1.701817036,1.570725083,0.971245587,438770.7188,129431.6172,3.687922478,-3.93E-05,8.68E-05,-15.05447865,3.104349852,1373.876099,1147.790894,835.8047485,0.578641593,2601,11601,3050,8,0,8,0,0,8,25,0,10,75,8,8,0,0,0,0,0,0,290,0,0,0,100,52,0,0,0,0,0,110,13,0,0,0,0,0,0,0,0,0,0,0,0,38,24.52925491,0,0,0,0,0,80,0,20,0,0,0,0,3,9,4,2,NA,NA,1517,72,57,117,106,30,1,27,12,20,4,13,-11,8,5,64,22,23,24,21,24,21,0,1317,2661,5096,11.4545002,127,0,0,42,10,10,10,0,100,0,0,0,0,0.041200001,0,0,0
